state,datacenter_name,metadata
Texas,2323 Bryan Street (DFW10),"Digital Realty | 2323 Bryan Street | 75201 | Dallas | Texas, | USA | 2323 Bryan Street is located in downtown Dallas and consists of over 477,000 square feet."
Texas,Lumen Stratford 1,"Lumen | 501 W Texas Avenue | 79084 | Stratford | Texas, | USA | For all information regarding Products and Services for Level 3 Communications go to www.level3.com"
North-dakota,Atlas Power Willinston,"Atlas Power | 5046 143rd Ave NW | 58801 | Williston | North Dakota, | USA | Atlas Power’s Williston data center is located in Williams County, North Dakota. The site forms part of the company’s portfolio of high-flexibility infrastructure designed to support energy-intensive operations such as Bitcoin mining and GPU-as-a-Service workloads."
North-dakota,Project Fighting Pike - Building 5,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 4,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 7,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 3,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 2,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 1,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike - Building 6,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Project Fighting Pike,"Critical Data House, LLC | US-2 & 56th St NW | 58801 | Williston | North Dakota, | USA | Critical Data House has proposed a massive 455MW data center campus in Williston, North Dakota, known as Project Fighting Pike."
North-dakota,Bitzero Nekoma,"Bitzero Blockchain Inc. | 81st St NE | 58355 | Nekoma | North Dakota, | USA | Bitzero's Nekoma data center in North Dakota, USA, is housed within the historic Stanley R. Mickelsen Safeguard Complex, commonly known as “The Pyramid”."
North-dakota,Midco Fargo,"Midco | 4624 28th Ave S | 58104 | Fargo | North Dakota, | USA | Tier III, 16,000 Sq ft SOC 2-certified data center in Fargo, ND. 24 X7 Network and facilities monitoring,"
North-dakota,DCN Fargo Great Plains,"Dakota Carrier Network | 3901 Great Plains Dr S | 58104 | Fargo | North Dakota, | USA | The Dakota Carrier Networks Fargo Data Center is a state-of-the-art facility designed to ensure maximum uptime and reliability for critical network operations."
North-dakota,702 Data Center,"702 Communications | within 2 mile from Interstate | 58103 | Fargo | North Dakota, | USA | Intended to server not only retail customers, but also fellow Internet/Transport Carriers, our Data Center which exceeds Tier 2 data center specifications, has over 7,000 sq feet of colocation space."
North-dakota,Consolidated Fargo,"Consolidated Communications | 3312 42nd Street South | 58104 | Fargo | North Dakota, | USA | The Consolidated Communications Fargo Data Center is a state-of-the-art facility designed to ensure the security and continuous operation of your critical data."
North-dakota,Applied Digital Polaris Forge 2,"Applied Digital Corporation | within Harwood, North Dakota | 58042 | Harwood | North Dakota, | USA | Applied Digital has announced plans for Polaris Forge 2, a $3 billion AI-focused data center campus near Harwood in Cass County, North Dakota."
North-dakota,Midco Grand Forks,"Midco | 3251 32nd Ave S | 58201 | Grand Forks | North Dakota, | USA | The Midco Grand Forks Data Center is a state-of-the-art facility designed to meet the needs of modern businesses."
North-dakota,Core Scientific Grand Forks,"Core Scientific | 5601 11th Ave S | 58201 | Grand Forks | North Dakota, | USA | Core Scientific Grand Forks is a state-of-the-art datacenter located in Grand Forks, North Dakota. Established in 2021, this facility spans 20 acres with a substantial 90,000 square feet under roof."
North-dakota,DCN Bismarck Coleman,"Dakota Carrier Network | 4202 Coleman St | 58503 | Bismarck | North Dakota, | USA | The Dakota Carrier Networks Bismarck Data Center is a state-of-the-art facility designed to provide secure, reliable, and uninterrupted service."
North-dakota,Aurum Capital Ventures - Bismarck,"Aurum Capital Ventures | 3805 E Bismarck Expy | 58501 | Bismarck | North Dakota, | USA | Aurum Capital Ventures is considering a 300-acre data center development in Bismarck, North Dakota, focusing on modular designs for AI and HPC workloads."
North-dakota,Project Trinity,"Teton Digital | 60th St NW & 103rd Ave NW | 58852 | Dry Fork Township. | North Dakota, | USA | Project Trinity is a 100MW data center development by Teton Digital in Tioga, North Dakota, with phased construction targeting Q3/Q4 2025 for the first 30MW and completion of the full 100MW+ facility by the end of 2026."
North-dakota,Applied Digital ELN02,"Applied Digital Corporation | 9685 87th Ave SE | 58436 | Ellendale | North Dakota, | USA | Designed to support AI-driven workloads and advanced cloud services, the facility is part of Applied Digital’s strategy to expand next-generation digital infrastructure. ELN2 is built to provide scalable, energy-efficient solutions for enterprises requiring high-performance computing capabilities."
North-dakota,Applied Digital Polaris Forge 1,"Applied Digital Corporation | 9685 87th Ave SE | 58436 | Ellendale | North Dakota, | USA | Applied Digital's Ellendale data center is a state-of-the-art facility designed to meet the rigorous demands of high-performance computing (HPC) and artificial intelligence (AI) applications. This next-generation data center, located in Ellendale, North Dakota, boasts a 180-megawatt (MW) capacity."
North-dakota,Applied Digital ELN01,"Applied Digital Corporation | 9685 87th Ave SE | 58436 | Ellendale | North Dakota, | USA | Applied Digital's Ellendale data center is a state-of-the-art facility designed to meet the rigorous demands of high-performance computing (HPC) and artificial intelligence (AI) applications. This next-generation data center, located in Ellendale, North Dakota, boasts a 180-megawatt (MW) capacity."
North-dakota,Applied Digital JMS,"Applied Digital Corporation | 2671 Highway 20 SE | 58401 | Jamestown | North Dakota, | USA | Please see the profile for further details about Applied Digital JMS."
Virginia,9905 Godwin Drive (IAD53),"Digital Realty | 9905 Godwin Dr | 20110 | Manassas | Virginia, | USA | Digital Realty is redeveloping a former brickyard in Manassas, Virginia for a 185,000 sq ft data center."
Virginia,10051 Brickyard Wy,"Digital Realty | 10051 Brickyard Wy | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about 10051 Brickyard Wy."
Virginia,Iron Mountain Data Centers VA-1,"Iron Mountain Data Centers | 11680 Hayden Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers"
Virginia,EvoSwitch Manassas (WDC1),"EvoSwitch | 9651 Hornbaker Road | 20109 | Manassas | Virginia, | USA | EvoSwitch is a leading provider of secure and hyper-connected carrier-neutral data center services. With sustainable data centers at the internet's major global hubs,  EvoSwitch is home to the world&#39;s leading content and network providers. EvoSwitch puts a strong focus on market development."
Virginia,Iron Mountain Data Centers VA-2,"Iron Mountain Data Centers | 11660 Hayden Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers"
Virginia,VAZATA NoVA I,"VAZATA | 9651 Hornbaker Road | 20109 | Manassas | Virginia, | USA | VAZATA's NoVa One data center located at 9651 Hornbaker Road in Manassas, Virginia is engineered from the ground up to deliver highly reliable and scalable power, cooling, and physical security for your IT systems and applications."
Virginia,Equinix DC14,"Equinix | 7400 Infantry Ridge Road | 20109 | Manassas | Virginia, | USA | Located in Manassas, DC14 is the ideal site for customers with large deployments built to handle explosive data growth."
Virginia,Iron Mountain Data Centers VA-6,"Iron Mountain Data Centers | 11891 Sudley Manor Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers."
Virginia,STACK Infrastructure NVA05A,"STACK INFRASTRUCTURE | 9101 Freedom Center Blvd | 20110 | Manassas | Virginia, | USA | NVA05A provides 36MW of powered shell and commissioned capacity within its 262,000 sq. ft. building for flexible options. STACK’s Basis of Design features energy efficient equipment, low-water use operations, and 100% renewable energy."
Virginia,Iron Mountain Data Centers VA-7,"Iron Mountain Data Centers | 8330 Bethlehem Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers."
Virginia,QTS Manassas DC5,"QTS Data Centers | 9301 Freedom Center Boulevard | 20110 | Manassas | Virginia, | USA | 300,000 sq. ft. facility, part of the QTS Manassas Data Center Campus."
Virginia,CloudHQ MDC Campus,"CloudHQ | 10100 Harry J Parrish Boulevard | 20110 | Manassas | Virginia, | USA | The CloudHQ MDC Campus is located in the heart of Manassas, close to the Manassas Regional Airport."
Virginia,CloudHQ MCC Campus,"CloudHQ | Airman Ave & Harry J Parish Boulevard | 20110 | Manassas | Virginia, | USA | The CloudHQ MCC Campus in Manassas."
Virginia,Cloud Capital - 9651 Hornbaker,"CloudHQ | 9651 Hornbaker Road | 20109 | Manassas | Virginia, | USA | 230,000 square foot, two story facility on 20 acres providing 30 megawatt critical power within a LEED Certified design that operates at an annualized PUE of 1.28."
Virginia,Amazon AWS IAD - Doane Campus,"Amazon AWS | Doane Dr / Brewers Spring Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Doane Campus."
Virginia,Amazon AWS IAD - Tanner Campus,"Amazon AWS | 10301-1321 Tanner Way | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Tanner Campus."
Virginia,CloudHQ MCC7,"CloudHQ | 10131 Harry J Parrish Blvd | 20110 | Manassas | Virginia, | USA | MCC7 will be a 36 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,Amazon AWS IAD - Mason Campus,"Amazon AWS | 7505-7610 Mason King Ct | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Mason Campus."
Virginia,CloudHQ MCC6Z,"CloudHQ | 10131 Harry J Parrish Blvd | 20110 | Manassas | Virginia, | USA | MCC6Z will be a 40 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,Microsoft Jacksonville Road Campus,"Microsoft | 11314 Balls Ford Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Microsoft Jacksonville Road Campus."
Virginia,CloudHQ MCC3,"CloudHQ | 10740 Airman Avenue | 20110 | Manassas | Virginia, | USA | MCC3 will be a 60 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,CloudHQ MCC5,"CloudHQ | 10951 Airman Avenue | 20110 | Manassas | Virginia, | USA | MCC5 will be a 60 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,CloudHQ MCC6A,"CloudHQ | 10900 Airman Avenue | 20110 | Manassas | Virginia, | USA | MCC6 is a 60 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,QTS Manassas Campus,"QTS Data Centers | 9400 Godwin Drive | 20110 | Manassas | Virginia, | USA | 100+ acre data center campus with multiple data centers on-site, with a planned power capacity of 150+ megawatt."
Virginia,STACK Infrastructure NVA05B,"STACK INFRASTRUCTURE | Freedom Center Blvd | 20110 | Manassas | Virginia, | USA | Stack Infrastructure's NVA05B Data Center is a state-of-the-art facility located in Manassas, Virginia, encompassing 340,000 square feet. This data center is a significant component of Stack Infrastructure's expanding Northern Virginia campus."
Virginia,CloudHQ MCC4,"CloudHQ | 10849 Airman Avenue | 20110 | Manassas | Virginia, | USA | MCC4 will be a 60 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,Iron Mountain Data Centers VA-3,"Iron Mountain Data Centers | 11640 Hayden Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers."
Virginia,CloudHQ MCC2,"CloudHQ | 10100 Harry J Parish Boulevard | 20110 | Manassas | Virginia, | USA | MCC2 is a 64 MW data center, that is part of the CloudHQ MCC Campus in Manassas."
Virginia,QTS Manassas DC1,"QTS Data Centers | 9400 Godwin Drive | 20110 | Manassas | Virginia, | USA | 123,200 sq. ft. facility, part of the QTS Manassas Data Center Campus."
Virginia,Iron Mountain Data Centers Manassas,"Iron Mountain Data Centers | 7816-8122 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Iron Mountain has acquired a 40-acre site in Prince William County, Virginia, for over $113 million. Known as Manassas Point, the site was assembled by PRP Real Estate Investment Management through three separate transactions and is planned for a 1.1 million-square-foot data center campus."
Virginia,Amazon AWS IAD - 9680 Innovation,"Amazon AWS | 9680 Innovation Dr | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9680 Innovation."
Virginia,QTS Manassas DC2,"QTS Data Centers | 9420 Godwin Drive | 20110 | Manassas | Virginia, | USA | 135,000 sq. ft. facility, part of the QTS Manassas Data Center Campus."
Virginia,Amazon - Dumfries Rd & Colchester Park,"Amazon AWS | Dumfries Rd & Colchester Park Dr | 20112 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon - Dumfries Rd & Colchester Park."
Virginia,Amazon AWS IAD - 11800 Brewers,"Amazon AWS | 11800 Brewers Spring Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 11800 Brewers."
Virginia,Amazon AWS IAD - 8190 Bethlehem,"Amazon AWS | 8190 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 8190 Bethlehem."
Virginia,Amazon AWS IAD - 9740 Innovation,"Amazon AWS | 9740 Innovation Dr | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9740 Innovation."
Virginia,Amazon AWS IAD - 11200 Thomasson,"Amazon AWS | 11200 Thomasson Barn Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 11200 Thomasson."
Virginia,OVHcloud VIN1,"OVH | 6872 Watson Ct | 20187 | Warrenton | Virginia, | USA | Please see the profile for further details about OVHcloud Vint Hill."
Virginia,Amazon AWS IAD - 9040 Freedom,"Amazon AWS | 9040 Freedom Center Blvd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9040 Freedom."
Virginia,Amazon AWS IAD - 7505 Mason,"Amazon AWS | 7505 Mason King Ct | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7505 Mason."
Virginia,Microsoft - MNZ01,"Microsoft | 11314 Balls Ford Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Microsoft - MNZ01."
Virginia,Amazon AWS IAD - Thomasson Campus,"Amazon AWS | 11150-11200 Thomasson Barn Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Thomasson Campus."
Virginia,6895 Wellington Road,"The BlackChamber Group | 6895 Wellington Rd | 20109 | Manassas | Virginia, | USA | A 38-acre site in Manassas, Virginia, formerly Merrifield Garden Center, sold for $160 million to BlackChamber Group for data center development."
Virginia,Amazon AWS IAD - 7080 Wellington,"Amazon AWS | 7080 Wellington Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7080 Wellington."
Virginia,Amazon AWS IAD - 14237 Dumfries,"Amazon AWS | 14237 Dumfries Rd | 20112 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 14237 Dumfries."
Virginia,Amazon AWS IAD - 9720 Innovation,"Amazon AWS | 9720 Innovation Dr | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9720 Innovation."
Virginia,Amazon AWS IAD - Freedom Campus,"Amazon AWS | 9020-9040 Freedom Center Blvd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Freedom Campus."
Virginia,Amazon AWS IAD - 7500 Bethlehem,"Amazon AWS | 7500 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7500 Bethlehem."
Virginia,Amazon AWS IAD - 8210 Bethlehem,"Amazon AWS | 8210 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 8210 Bethlehem."
Virginia,STACK Infrastructure NVA02G,"STACK INFRASTRUCTURE | 9530 Hornbaker Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about STACK Infrastructure NVA02G."
Virginia,Amazon AWS IAD - 7600 Doane,"Amazon AWS | 7600 Doane Dr | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7600 Doane."
Virginia,Microsoft - MNZ02,"Microsoft | 11314 Balls Ford Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Microsoft - MNZ02."
Virginia,Amazon AWS IAD - 10301 Tanner,"Amazon AWS | 10301 Tanner Way | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 10301 Tanner."
Virginia,Amazon AWS IAD - 11150 Thomasson,"Amazon AWS | 11150 Thomasson Barn Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 11150 Thomasson."
Virginia,Amazon AWS IAD - 7070 Wellington,"Amazon AWS | 7070 Wellington Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7070 Wellington."
Virginia,Amazon AWS IAD - 8200 Bethlehem,"Amazon AWS | 8200 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 8200 Bethlehem."
Virginia,Verizon Manassas,"Verizon Communications Inc. | 7777 Infantry Ridge | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Verizon Manassas."
Virginia,Amazon AWS IAD - 7510 Mason,"Amazon AWS | 7510 Mason King Ct | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7510 Mason."
Virginia,Amazon AWS IAD - 8158 Sudley,"Amazon AWS | 8158 Sudley Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 8158 Sudley."
Virginia,Amazon AWS IAD - 7610 Mason,"Amazon AWS | 7610 Mason King Ct | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7610 Mason."
Virginia,Amazon AWS IAD - 9020 Freedom,"Amazon AWS | 9020 Freedom Center Blvd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9020 Freedom."
Virginia,Amazon AWS IAD - 7060 Wellington,"Amazon AWS | 7060 Wellington Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 7060 Wellington."
Virginia,Microsoft Hansen Farm,"Microsoft | 13050 Hansen Farm Rd | 20136 | Manassas | Virginia, | USA | Microsoft is actively constructing a new data center on Hansen Farm Road in Manassas, Prince William County, Virginia"
Virginia,Amazon AWS IAD - Bethlehem Campus,"Amazon AWS | 8148-8210 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Bethlehem Campus."
Virginia,STACK Infrastructure NVA02F,"STACK INFRASTRUCTURE | 9650 Hornbaker Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about STACK Infrastructure NVA02F."
Virginia,Amazon AWS IAD - 9700 Innovation,"Amazon AWS | 9700 Innovation Dr | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 9700 Innovation."
Virginia,Amazon AWS IAD - 8180 Bethlehem,"Amazon AWS | 8180 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 8180 Bethlehem."
Virginia,Amazon AWS IAD - 10321 Tanner,"Amazon AWS | 10321 Tanner Way | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 10321 Tanner."
Virginia,Amazon AWS IAD - Innovation Campus,"Amazon AWS | 9680-9740 Innovation Dr | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Innovation Campus."
Virginia,COPT DC-19,"COPT Defense Properties | 8148 Bethlehem Road | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about COPT DC-19."
Virginia,Amazon AWS IAD - 11801 Brewers,"Amazon AWS | 11801 Brewers Spring Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 11801 Brewers."
Virginia,Amazon AWS IAD - 14209 Dumfries,"Amazon AWS | 14209 Dumfries Rd | 20112 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 14209 Dumfries."
Virginia,PRP - 7816 Bethlehem,"PRP Real Estate Investment | 7816 Bethlehem Rd | 20109 | Manassas | Virginia, | USA | The ""PRP - 7816 Bethlehem"" data center is a state-of-the-art facility to be located in Prince William County, Virginia."
Virginia,Iron Mountain Data Centers VA-4,"Iron Mountain Data Centers | 11600 Hayden Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers."
Virginia,Iron Mountain Data Centers VA-5,"Iron Mountain Data Centers | 11580 Hayden Road | 20109 | Manassas | Virginia, | USA | Located 30 minutes outside of Washington, D.C., our Virginia colocation campus offers exceptional scalability and reduced taxes compared to Ashburn data centers."
Virginia,CloudHQ MDC2,"CloudHQ | 10100 Harry J Parrish Boulevard | 20110 | Manassas | Virginia, | USA | This data center is part of the CloudHQ MDC Campus in Manassas."
Virginia,CloudHQ MDC1,"CloudHQ | 10100 Harry J Parrish Boulevard | 20110 | Manassas | Virginia, | USA | This data center is part of the CloudHQ MDC Campus in Manassas."
Virginia,CloudHQ MDC3,"CloudHQ | 10100 Harry J Parrish Boulevard | 20110 | Manassas | Virginia, | USA | This data center is part of the CloudHQ MDC Campus in Manassas."
Virginia,Amazon AWS IAD - Wellington Glen Tech Park,"Amazon AWS | 11901 Sudley Manor Dr | 20109 | Manassas | Virginia, | USA | The Prince William County Board of Supervisors has approved the Wellington Glen Technology Park, a data center development in Manassas, Virginia."
Virginia,Amazon AWS IAD - Wellington Campus (Manassas),"Amazon AWS | 7060-7080 Wellington Rd | 20109 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Wellington Campus."
Virginia,Amazon AWS IAD - 8401 Vulcan Lane,"Amazon AWS | 8401 Vulcan Ln | 20109 | Manassas | Virginia, | USA | Amazon Web Services (AWS) has acquired approximately 140 acres of land across four parcels in Manassas, Prince William County, Virginia. The purchase, totaling $152 million, includes two sites: 27 acres on Century Park Drive and 113 acres on Vulcan Lane."
Virginia,Amazon AWS IAD - 7151 Century Park Dr,"Amazon AWS | 7151 Century Park Dr | 20109 | Manassas | Virginia, | USA | Amazon Web Services (AWS) has acquired approximately 140 acres of land across four parcels in Manassas, Prince William County, Virginia. The purchase, totaling $152 million, includes two sites: 27 acres on Century Park Drive and 113 acres on Vulcan Lane."
Virginia,Amazon AWS IAD - 8501 Vulcan Lane,"Amazon AWS | 8501 Vulcan Ln | 20109 | Manassas | Virginia, | USA | Amazon Web Services (AWS) has acquired approximately 140 acres of land across four parcels in Manassas, Prince William County, Virginia. The purchase, totaling $152 million, includes two sites: 27 acres on Century Park Drive and 113 acres on Vulcan Lane."
Virginia,STACK Infrastructure NVA05D,"STACK INFRASTRUCTURE | 8695-8685 Wellington Rd | 20109 | Manassas | Virginia, | USA | NVA05 is STACK Infrastructure’s data center campus located in Manassas, Virginia, at the heart of the world’s largest data center market. Spanning 54 acres, the campus includes four purpose-built buildings offering up to 150 megawatts of critical IT capacity."
Virginia,Amazon AWS IAD - 7350 Century Park Dr,"Amazon AWS | 7350 Century Park Dr | 20109 | Manassas | Virginia, | USA | Amazon Web Services (AWS) has acquired approximately 140 acres of land across four parcels in Manassas, Prince William County, Virginia. The purchase, totaling $152 million, includes two sites: 27 acres on Century Park Drive and 113 acres on Vulcan Lane."
Virginia,STACK Infrastructure NVA05C,"STACK INFRASTRUCTURE | Historic District, 8886 Wellington Rd | 20109 | Manassas | Virginia, | USA | NVA05 is STACK Infrastructure’s data center campus located in Manassas, Virginia, at the heart of the world’s largest data center market. Spanning 54 acres, the campus includes four purpose-built buildings offering up to 150 megawatts of critical IT capacity."
Virginia,Amazon AWS IAD - 11901 Sudley Manor Dr B,"Amazon AWS | 11901 Sudley Manor Dr | 20109 | Manassas | Virginia, | USA | The Prince William County Board of Supervisors has approved the Wellington Glen Technology Park, a data center development in Manassas, Virginia."
Virginia,Amazon AWS IAD - 11901 Sudley Manor Dr A,"Amazon AWS | 11901 Sudley Manor Dr | 20109 | Manassas | Virginia, | USA | The Prince William County Board of Supervisors has approved the Wellington Glen Technology Park, a data center development in Manassas, Virginia."
Virginia,Amazon AWS IAD - 10281 Tanner,"Amazon AWS | 10281 Tanner Way | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 10281 Tanner."
Virginia,Amazon AWS IAD - 10261 Tanner,"Amazon AWS | 10261 Tanner Way | 20110 | Manassas | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 10281 Tanner."
Virginia,43704 Efficiency (IAD44),"Digital Realty | 43704 Efficiency Dr | 20166 | Dulles | Virginia, | USA | The Digital Realty IAD44 data center, located in Northern Virginia, is a state-of-the-art facility designed to meet the diverse needs of various businesses."
Virginia,Old Ox Road,"Digital Realty | Old Ox Road | 20166 | Dulles | Virginia, | USA | Digital Realty's Dulles Digital campus in Loudoun County, Virginia, is a massive multi-tenant data center expansion project, aiming for up to 1GW of capacity across 11.7 million sq ft."
Virginia,Digital Dulles Campus,"Digital Realty | Old Ox Road / Efficiency Dr | 20166 | Dulles | Virginia, | USA | Digital Realty's Dulles Digital campus in Loudoun County, Virginia, is a massive multi-tenant data center expansion project, aiming for up to 1GW of capacity across 11.7 million sq ft."
Virginia,Yondr Loundoun County DC1,"Yondr Group | 24171 Youngwood Ln | 20105 | Aldie | Virginia, | USA | Yondr Group's Loudoun County DC1 is a state-of-the-art data center located in Northern Virginia, a globally recognized hub for digital infrastructure."
Virginia,Yondr Loundoun County Campus,"Yondr Group | 24171 Youngwood Ln | 20105 | Aldie | Virginia, | USA | Please see the profile for further details about Yondr Loundoun County Campus."
Virginia,Amazon AWS IAD - Fadeley & Woodside Campus,"Amazon AWS | Fadeley Ln / Woodside Ln | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about AWS IAD - Fadeley & Woodside Campus."
Virginia,Yondr Loundoun County DC2,"Yondr Group | 24171 Youngwood Ln | 20105 | Aldie | Virginia, | USA | Yondr Loudoun County DC2 is a 48MW hyperscale data center in Northern Virginia, part of a 96MW campus, with an additional 12MW now ready for service and full operational status expected in 2026."
Virginia,Amazon AWS IAD - Kipper Campus,"Amazon AWS | 22370-22420 Kipper Dr | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - Kipper Campus."
Virginia,Amazon AWS IAD - 22370 Kipper,"Amazon AWS | 22370 Kipper Dr | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 22370 Kipper."
Virginia,22262 Cloud Plz,"Sentinel Datacenters | 22262 Cloud Plaza | 20166 | Dulles | Virginia, | USA | The data center located at 22262 Cloud Plaza is a significant facility in the Northern Virginia region, a hub for data centers due to its dense network infrastructure and proximity to major internet exchange points."
Virginia,Amazon AWS IAD - 22420 Kipper,"Amazon AWS | 22420 Kipper Dr | 20166 | Dulles | Virginia, | USA | Please see the profile for further details about Amazon AWS IAD - 22420 Kipper."
